,review,sentiment
25738,"Ossessione is in very bad state but is now undergoing a full restoration at Digital Film Lab in Copenhagen. The material used is a ""Master positive"" 2nd generation originally from the print Visconti managed to hide from the fascists. It has been scanned on the Spirit 4K (as 2K RGB data) then processed using DaVinci Revival restoration software. After this the rest is manual labor and we do not anticipate finishing before early spring. Sometime next year it should be available on DVD and hopefully also released on HD DVD. This film is beautiful and we hope the restoration effort will be enjoyed by many generations to come.",positive
6570,"Emilio is a successful business man, a perfect father and a good husband. Or that is what everybody think. The perfect storyline he has carefully built all along these years will start closing around him all of a sudden. Will he be able to keep up with his own lies?<br /><br />This is a very well laid out drama, with great acting and steady direction. Even though the plot is pushed up to the limit to increase the tension, the movie explores some of our worst fears... Do we really know the people we deal with? Can we be so sure?<br /><br />The story develops at an increasingly faster pace as it reaches the point where Emilio is not in control of his lies anymore. A good deal of Spanish movies have interesting stories but are far from technical proficiency. The perfect rhythm and well shot scenes make the actors so credible, we get inside Emilio, and hate him, and suffer for him, as his situation gets more and more desperate. There is no need for any Spanish folklore, nor is this an attempt to create a Hollywood style flick. This is real Spain, 2002, and regardless the obvious unlikeliness of Emilio's life existing in reality, there are good chances somebody we know is not quite like the person he claims to be. Not just a great commercial product, it will let you wondering where lies can get us to. Can we keep up?<br /><br />Well done.",positive
18199,"My first 'Columbo'. Rather enjoyed it. Great format, and Peter Falk's character extremely good...wonderfully quirky, he can take his place next to Poirot, Miss Marple, and also the likes of Marlowe and Rick Diamond. I can see why this series has such a following. <br /><br />As a professional musician, I HAVE to say a few things. First of all, a conductor who merely produces these pedestrian performances of the most basic examples of the repertoire (Eine Kleine Nachtmusik, Strauss Waltzes, Beethoven...) is never going to have a house like that or fame like that or cars like that, much less be called a genius. And the conducting that the actor does is so bad as to be laughable. No orchestra would take him seriously. <br /><br />There are several little things too, such as his rehearsal of Eine Kleine Nachtmusik (why rehearse it when they've just performed it for TV? Any orchestral musician would be able to play it in his or her sleep anyway...). His instructions to the ensemble are downright nonsensical, and when Columbo asks Blythe Danner what 'quasi fantasia' means, she says it's 'Latin'. It's Italian, as are the vast majority of musical instructions. <br /><br />And finally, no two great musicians would EVER have the following interchange: ""Play something."" ""What should I play?"" ""Chopin"". Music is their job and passion, they know it well. Something far more specific would be asked for, and offered! <br /><br />I know. I should get out more...",positive
30016,"HUNT FOR JUSTICE is a Canadian television drama that has made it to DVD and that is reason for gratitude for those who hunger for educational dramas that inform us about facts of current history that somehow get buried in the media. The film is not a Hollywood production, it relies heavily on footage from court files, but it also introduces to many of us the act of heroism of Louise Arbour in bringing about the trial of Yugoslavian President Slobodan Milosevic.<br /><br />Louise Arbour (veteran Canadian actor Wendy Crewson) is a Canadian judge appointed by NATO as the Chief War Crimes Prosecutor at the International Criminal Tribunal in The Hague. The film begins in 1996 when Arbour travels to The Hague to face the political obstacles that are preventing the Tribunal to bringing to justice the war criminals in the war Yugoslavia has been waging in Serbia, Croatia, and Bosnia, a war that has gross evidence of crimes against humanity in the form of genocide, extermination camps, and other heinous abuses. The progress toward bringing the criminals to justice is hampered by generals (including one played by William Hurt) who fear a major World War if precautions against same are infringed upon. Arbour, with the keen help of her translator Pasko Odsak (Stipe Erceg), her staff including Keller (Heino Ferch) and the unexpected assistance from British Capt. John Tanner (John Corbett), forges ahead, focusing the impossible task of bringing all responsible parties to justice on three specific events. Two of the three top suspects are captured but during their trials each meets his end. This leaves only Slobodan Milosevic himself, and Arbour and her colleagues are successful in bringing the war criminal to justice in 1999.<br /><br />There are several touching side plots employed in the telling of this well-documented tale, stories that make the point in history more personal. Some may find the film footage of corpses and prisoners and death camps too strong to watch, but they are necessary to bring home the purpose of the film. Wendy Crewson carries the power to drive the message home - the message that war crimes must never go unpunished. There is much current history to be learned from this film: writers Ian Adams, Riley Adams and M.A. Lovretta have condensed the information and made it dramatic as well. Director Charles Binamé balances the docudrama with the story progress, never forgetting that he has a tale of intrigue to tell as well. HUNT FOR JUSTICE is worth watching! Grady Harp",positive
49804,"***May Contain Spoilers*** OK, it wasn't exactly as good as expected in fact it was a lot different than I had thought it would be but it still turned out to be a pretty good movie.<br /><br />I usually don't care too much for that type of music but in this movie it worked perfectly (I mean duh he's a rock star) but anyway I loved Stuart Townsend in this, and Aaliyah, although she had a small part in the movie was amazing.<br /><br />And even though Tom Cruise played Lestat in the Interview with a Vampire, I have to admit that I am glad he turned down the role even though I normally hate when they use different people to play the same characters in like sequels and stuff.<br /><br />Overall, the movie was great and I enjoyed watching it, even if there were parts that could have been better. Great vampire movie.",positive
24752,"Simply great movie no doubt about it. Great story and superb performances, be it Amitabh, Akshay, Shefali, Priyanka, Boman or Rajpal. Hindi film industry is going shameless with Mallika and Co, this movie is totally vulgarity free and therefore bound to fail in vulgarity addicted our Indian society. But the message and concept this movie carries are absolutely superb. Anu Malik(boring copy-cat) could have been avoided and Ismail Darbar or Himmesh Reshmmiya could have been used as musician. I think Vipul Shah should have given little bit Gujarati touch particularly in music also. Anu Malik is worst musician around and he thinks himself popstar but this is not the movie where is presence was required-He looks only good with Govinda style songs. I felt some nice serious music with couple of good Ghazals or sad songs could have made this movie more memorable.",positive
10868,"Love it, love it, love it! This is another absolutely superb performance from the Divine Miss M. From the beginning to the end, this is one big treat! Don't rent it- buy it now!",positive
33779,"We saw this at one of the local art movie theaters in the Montrose area of Houston, TX. It was a total surprise compared to the write-up in the theater's newsletter but we were both blown away by the artistry. It was beautifully done and (apparently) photographed in a schloss (German name for château) somewhere in the Munich area. It is a very explicit exploration of the sexual relationships of a group of twentyish men and women isolated from the day-to-day constraints. It is fantastic on more levels than I can remember. We came home after the movie and talked and talked until about 4 am the next morning.<br /><br />The version we saw was in English (mostly) so there must be at least two versions since the first reviewer saw the movie in (probably its original) German version. I searched and searched for a video tape version but never came up with anything. Would absolutely love to have a VHS or DVD version of this. It explores relationships at a fundamental level and is also a great tutorial on how to relate to your partner. If anyone knows the writer/director, please convince him to release again, preferably on DVD these days. I cannot even imagine getting tired of watching the candid performance of the actors who are now probably all in their forties. Please, please bring it back.",positive
24849,"Another classic study of the effects of wealth on a southern family is masterfully depicted in Written on the Wind.<br /><br />Kyle Hadley has it all. Wealth, a plane, you name it. Kyle's best friend, Mitch, has always gotten him out of difficulty. Mitch finished college, Kyle got thrown out. Mitch is not from a wealthy home. Kyle's family, with Hadley Oil, controls most of everything in the town.<br /><br />While in N.Y., Kyle meets the girl of his dreams, nicely played by Lauren Bacall. After a whirlwind romance, he marries her and brings her home. There she meets her father-in-law who warns her how difficult Kyle can be. Kyle sleeps with a gun under his pillow. The Bacall character meets Kyle's sister, Mary Lee, a tramp if ever there were, played to the fullest by Dorothy Malone, who was voted best supporting actress.<br /><br />Rock Hudson plays Mitch, the faithful friend.<br /><br />A year of wedded bliss for Kyle and his bride ends when Kyle is told by the doctor that he can't have children. It is when his wife reveals to him that she is indeed pregnant, Kyle, thinking that the child is Mitch's, goes on a drunken frenzy and is accidentally shot dead in a memorable scene.<br /><br />Mary Lee, who has always loved Mitch, tries but is unsuccessful in blaming Mitch for Kyle's death. In a memorable courtroom scene, Malone pulled out all the stops in finally admitting that Kyle's death was an unfortunate accident. Her Oscar was well deserved.<br /><br />Surprisingly, Robert Stack, brilliant as Kyle Hadley, was nominated for best supporting actor and lost in an upset victory by Anthony Quinn, as Paul Gauguin, in Lust for Life.<br /><br />Douglas Sirk was the master of soap opera films of the 1950s. Written on the Wind is no exception. ***1/2.",positive
30313,"Anyone who has seen this movie and reviewed it poorly, I would refer them to Roger Ebert's review of this movie. He is one of the most respected Critics in the industry, and he gave it 3 1/2 Stars.<br /><br />This is a great movie. It may not be perfect, or spectacular, but I enjoyed it. A Chorus Line is not so much a story, as it is a group of stories about the lives of Broadway hopefuls. I read reviews where people said that too much time was wasted on the romance between Zach and Cassie. That is an incorrect view. It is another story along with all the other stories that are told about each of the Broadway hopefuls. What people fail to realize is that those who are dancers for Broadway shows go through the same things that the common man goes through. And that I think is really the point of the whole show. It is to showcase not only the talent of these special dancers, but to give us some poignant things to think about in regard to life in general. This is a study of life as a Broadway star. Anyone who has dreamed of becoming a Broadway star watches this movie with a great feeling of relationship because they have gone through exactly what the characters are going through. <br /><br />This is a great musical. It has its slow points, and at times gets a little confused with the pacing of certain story lines, but all in all, I thoroughly enjoyed it. Take a closer look at the movie, and then maybe you will understand what I am talking about.",positive
15866,"Really, This movie should be released to DVD. I just got a bootleg copy of what I think was a studio film and I was utterly pleased!!! It was on my list of films to own simply because of the cast. Three of my PEOPLE, Michael York, Olivia Hussey. Both having been in Romeo & Juliet, and also John Gielghud. sorry about the bad spelling, were in there so on that alone I thought that for the small amount I was spending it would be fine. Boy was I right. I'm not going to give any of this one away, you may already know the story anyway, but I'll just say if you can get yourself a copy in ANY format...Do it!@ you won't be sorry. JPC",positive
18201,"I have walked out of a Coen movie before and not quite known how to feel. The two best examples of that are The Big Lebowski and Fargo. Lebowski was so ridiculously original and so filled with strange humour that I had to like it. On the other hand, there were some unnecessary reveries with flying people and killer bowling balls that just didn't seem to fit the mold of the film. Still, I liked the film and now own a copy of it. Fargo made me howl with hysterics, sometimes I wasn't sure why I was laughing so hard that it made me cry, but nonetheless I was. There were many seemingly strange characters in Fargo, but upon further investigation, they were really just real people talking about real situations. That is why the man with the shovel ( or was it a broom ) was so side-splittingly funny when he was telling the police officer about some funny looking man down at the bar the other night. And that is also why the theater erupted in laughter when he then says that there are some funny looking clouds coming in. (I own a copy of this film too) The Coen's have a way of masking their film and their characters as being somewhat eccentric and perhaps a little off the wall. But if you look closer at some of those same characters that seem zany, you will always find that in some strange way, they all ring true. That is what is quite exceptional about O Brother Where Art Thou? This is a film that is out there. I mean it is not even in the same ballpark as a traditional film. I reviewed the film Shaft this past summer and in it I said that Shaft was an okay film that I have seen a thousand times before. But you can not say that about a Coen Brother's film and you most certainly can not say that about this one.<br /><br />This film has everything in it from a jail break, crooked southern politicians, muses, references to what I can only assume are historical figures, riverside baptisms, bank robberies, violence towards animals, singing flocks of religious fanatics, KKK, lynch mobs and so on. There are obviously many references to Homer's Odyssey in here as well, but I wouldn't know that because I have never read Homer's Odyssey or even knew one thing about it. Every other newspaper reviewer seems to know all about it and they think that this cynicism and almost spoof-like quality towards it makes the film that much better. Well coming from a guy who doesn't know anything about it, I can tell you that it is still an entertaining film. There were times when again, as is usual for a Coen film, I wasn't sure why I was entertained or laughing, but I was.<br /><br />This is a road picture where three men travel along the way to find a hidden treasure that Clooney says he has hidden to his two other cell mates. He has to take them along because they were also chained to him when they had their chance to escape.<br /><br />I like all the principal actors in the film and many of them are Coen cronies. It was nice to see Goodman again. It was nice to see Hunter and especially Turturro who seems to have a place in every Coen film. It's too bad they didn't find a place for Steve Buscemi but that is a different story all together. But back to Clooney. The man just has charisma. He is a one hell of an actor as well and here he is not quite as zany as the others but even he has his own idiosyncrasies. His work here is quite awesome and I really hope this shows that he is capable of playing any range of character.<br /><br />Now after heaping all this praise on the film, let me just say this as well. I didn't really enjoy the film at first. I found it to be quite tedious and a little boring. There were too many ideas in here and not enough care went into harnessing them for all what they were worth. But then the film began to grow on me. It took a while but it did grow on me. I don't think this is their best film, but it is still a good one and I am giving it a 8.5. But the reason that I do recommend this film is for one reason only.<br /><br />Every day you can go look into the paper and look at the films that are playing and say to yourself, seen it, seen it, oh, seen it last year, that is the same as this film and that is the same as that film. Most films have been recycled in some form or another. Not the Coen's films. They have not been recycled and if they have I don't know about it. That is reason enough to see something that they put out. Originality counts for a lot in my books. The Coens are original and they are good. And that is not common in todays cinema. Enjoy them while they are allowed to make films. Because you don't get vision like this in many films, so when you do, enjoy it!",positive
33154,"Much to your presumable happiness fair readers, Cage and Hopper did meet and fortunately not in a Lynch moviebecause RED ROCK WEST is way better than any Lynch movie . Nicolas Cage is a thirdrate actor, the porcelain babe is a surrogate femme fatal, only daddy Hopper is as mean as ever . RED ROCK WEST is, despite the trite cast, one of my favorite American thrillers; in a word, a thriller with some twists.<br /><br />One notices mainly the gusto, the awesome pace, the thrills, the nice suspense, Lara Flynn Boyle's cute tight small ass, Cage's enviable physical shape (though undeniably ugly, with sharp, bird features, thick eyebrows and thin, rare hair, Cage displayed a fine overall shape ), Hopper's consummate routine, some moderately but truly funny moments, Cage's play with his intended persona, Hopper's rigid, psychopathic allure, Lara's meanness, Cage seems a roamer, the archetypal gloomy roamer of the noir cinema, hungry, tough if needed, naive, dirty, tired. Lara Flynn Boyle performs as the cold mean seductress, Walsh as her heartless husband, and Hopper as the Lynchian hit-man he's already done before.<br /><br />Cage looks indeed rather groggy or dizzy or very confused and having a severe hangover. But this might be his regular look.",positive
22488,"As always, controversial movies like this have mixed reviews. You either love it or you hate it, and not everyone will like this movie. This shows the perspective of the killers, which is something I personally feel is something important to consider. You may hate them, you may claim to understand them and feel as though you can relate, but regardless this movie will make you think about school shootings from a different perspective.<br /><br />The movie is shot entirely using a hand-held camera, something that I think works quite well as it makes it more realistic. It is told completely from the killers point of view, from their ""missions"" to family outings, all leading up the big day ""Zero Day"" in which they are planning on a massacre at their school. Zero Day does not offer answers, but merely presents a glimpse at the lives of two troubled young boys and lets the audience decide for themselves. Our feelings towards the boys are something mixed between sympathy and hatred, but yet we are left confused as to why two ordinary young boys would do such a thing. They are shown to be surprisingly normal, typical teenage boys leading ordinary lives, and if we didn't know what they were planning we wouldn't expect a thing (They make it clear throughout the whole movie that no-one else knows about their plan)<br /><br />The acting is extremely good considering the two actors are complete unknowns. We can only hope to see more work from the both of them in the future. Despite how this is a fictionalized movie, one cannot help but notice the obvious similarities to Columbine. Calvin and Andre are scarily similar to Eric Harris and Dylan Klebold, (not so much in looks, but in manner) As someone who has researched Columbine very extensively, I could see the similarities and it is almost certainly based on it. <br /><br />The actual massacre is shown through surveillance cameras at the school and is one of the most chilling things I have ever seen. I was completely in shock after seeing it, and its a feeling that stays around for a while. It is very realistic and well-done, and it is very difficult to watch.<br /><br />All in all Zero Day is an excellent movie, and I think everyone should at least check it out. In the past, we have always simply branded killers ""psychopaths"" and assumed that either they were biologically wired for disaster or had media influence, but as Zero Day shows sometimes the motives are deeper than that, and we can never truly understand why tragedies such as school shootings happen until we have seen it from the perspective of the killers.",positive
22053,"It may not be Oscar material, however this was a very funny film. I was always a fan of Eddie (Edmondson) & Richie (Mayall). ""Bottom"" & ""Young Ones"" were legendary TV series', and it was about time they made a film. Some of the stuff they get up to is brilliant, from the pencil is the rear-end, to the rubber sex-pants, as well was the infamous line that Richie says when he falls and a candle he is carrying goes into his eye. He says to Eddie ""Candle In The Eye, Candle In The Eye"", and Eddie been the simpleton that he is, sticks the candle he's carrying into his eye. Can't forget when Eddie is on his motorbike, and he needs to urinate.... It was a great comedy, not to be taken seriously at all, but the film lacked with an ridicilous ending.<br /><br /> Overall, a exellent comedy, full of laughs, and lots of fake green vomit. A 9/10.<br /><br />",positive
7767,"What can you possibly say? This is the uncut hardcore, musical Alice! It works too with a large energetic cast seemingly enjoying themselves to the hilt and whilst one could wish for a re-mastered version, I guess we are lucky to even have this video transfer. Pretty much a delight throughout. There are a couple of slightly off moments but this could have been embarrassing all through and it certainly is not. It also could have been and today would have been too camp. No, a very fine effort that is amusing, tuneful and just sexy enough. Fine performances particularly the Kristine DeBell in the lead and was that an unaccredited Richard Prior as the prone Knight being vigorously (if discreetly) ridden?",positive
17860,"I have always loved Brenda Blethyn and ""Undertaking Betty"" was no disappointment. I saw it on Satellite on dreary Sunday morning. Life has been stressful and this movie made me laugh and see things we usually consider dire in a mirthful way. I wish she would make more movies like this and ""Saving Grace."" Brenda Blethyn is a great gal for us approaching 60 to see in action. She is cute, beautiful and full of life without appearing plastic and phony. Not many actresses are out there for us to relate to in a realistic, yet comical and/or serious way. Brenda - if you see this - keep going with gems like this. We need more Mrs. Bennetts, Bettys and Graces.",positive
17412,Two Hands restored my faith in Aussie films. It took an old premise and made it fresh. I enjoyed this movie to no end. I recommend it to those people who like Guy Ritchie films. Bryan Brown was fantastic and just about perfect in a role tailor made for him. Ledger was adequtely dumb and his performance anchored a very satisfying movie for me.,positive
20311,"Loosely based on actual events, ""River's Edge"" is a film, much in the style of David Lynch, about a group of teenagers who are aware of a murder committed by one of their friends, but no one does anything about it for a long time. With top notch acting by Crispin Glover and Dennis Hopper, we are able to forgive the average acting by everyone else in the film.<br /><br />The film begins with a young boy, Tim (Joshua John Miller), dropping a doll off of a bridge (murder #1). Tim then hears someone yelling, when he looks up he sees Samson (Daniel Roebuck) standing on the bank of the river with the dead naked body of his girlfriend behind him (murder #2). Samson eventually shows the body to his friends. All of which are horrified, not only because of the murder, but also because the victim, Jamie (Danyi Deats), was a friend of theirs. Despite all of this, no one goes to the police. You may think this is unrealistic, but this is what happened in the real story. If you are familiar with the story of ""Alpha Dog"" (2006) you will know that the same thing happened there as well. Through all of this, Layne (Crispin Glover) is working to keep Samson safe, although no one (including Samson) seems to care about keeping him out of harms way. As time goes on we learn that Feck (Dennis Hopper), a middle aged shut in who deals drugs to the local teenagers, has also killed a woman before (murder #3). From here things begin to close in on Samson and his friends and eventually everything is revealed, but not in the way you may be expecting.<br /><br />In the film we learn of three murders, each one with a different reason, a different reaction, and a different effect on those involved. When Tim drops his younger sister's doll off of the bridge, we are never made aware of his motive. However, we do see the reaction of the younger sister. She cries and screams while her mother consoles her. Later, her older brother, Matt (Keanu Reeves), helps her put a cross in the yard in remembrance of her doll. The murder of Jamie horrifies everyone (except Samson who is apathetic to the whole situation, and when asked by Layne why he did it, Samson replies with, ""She was talking sh*t.""), but they do not sob or scream, the run away and go on with their lives trying to forget what had happened. In Feck's situation, he did not kill his girlfriend out of hate. We never really know why he killed her, but we see that Feck is not proud of what he had done. He even mentions that he is sorry, and that her loved her. From this we see the different ways we can be affected by death. In the film, it is easy for us to identify with the teenagers, because they do not know what they feel, or how they should feel about the death of their friend. In much the same way, we, the audience, do not know how to feel, because we do not know Jamie. We are obviously saddened by the death and realize that Samson should be arrested, but we don't feel strongly for Jamie as an individual.<br /><br />There are several similarities between ""River's Edge"" and ""Twin Peaks"" (1990-1991), especially in the overall feel of the film. I wonder if Mark Frost and David Lynch were thinking of ""River's Edge"" when they were creating their series. After all, Tim Hunter did go on to direct three episodes of ""Twin Peaks"".<br /><br />Crispin Glover's performance as the hyperactive, frantic Layne is an Oscar worthy performance. Always in a rush and always worried about keeping Samson from getting caught, Layne is an intense character that seems to be on speed. If you have seen Crispin Glover in any film, you know that he can deliver a line like no one else. It is always a treat to see him perform. The other great performance in ""River's Edge"" is by Dennis Hopper. His portrayal of Feck, the shut in drug dealer who has one leg and an inflatable sex doll he talks to named Elly, reminded me of a more toned down and more humorous version of Frank Booth, Hopper's character in David Lynch's film, ""Blue Velvet"" (1986).<br /><br />River's Edge is great film and I believe it shows us how easy it is to be apathetic, when in reality we need to step up and speak out against the evils in the world.",positive
4664,"<br /><br />If you like rap or hip-hop, watch this movie, although it's funny if you don't get the references, as a straight comedy.<br /><br />Haven't seen much of the much hyped CB4, but what I did see didn't have the heart that this little stormer has.<br /><br />Haven't heard from the people involved since, which is a surprise. The film is very similar to Spinal Tap, which is no bad thing, and I think a lot of the dialogue, while priceless in Tap is funnier here, probably because I'm more into rap than rock theses days, so my own judgment does cloud that point.<br /><br />The rap songs are funny as hell, and it's basically spot the reference for most of the film, not all of them are in-your-face, which means the physical comedy and the one-liners get priority over the take-offs.<br /><br />Great fun, one to watch twice if there ever was a movie.",positive
38941,"The short film which got Gaspar Noe on the movie map, introducing us to his horrific, but thoroughly interesting character The Butcher, played brilliantly by Phillipe Nahon. Noe's direction here has all the hallmarks of his later films, showing he was carving his own voice and style from the beginning. His sudden cutting along with harsh, loud noise, skipping flashbacks and many other techniques all are used to disconcert the viewer. And it certainly works. Also, he is not afraid of showing violence, as viewers of Irreversible will know. Here the violence is equally powerful, and in the sequel Seul Contre Tous, it is almost unbearable.<br /><br />The film opens with a horse being killed. It is shot in the head, and we watch it writhe on the floor, its pool of blood flowing out. We then see a human birth in all its bloody glory, the daughter of The Butcher. He was orphaned in WWII, and has grown up hating the world, and everyone and everything in it. He serves his customers, but his interior monologue constantly reminds us of his thoughts- he wants them all dead. His daughter Blandine Lenoir, who would also reprise her role six years later, is the only thing he cares about, and we watch them grow older together. She is however mute, and the subject of bullying and toying. The Butcher's relationship with her is almost incestuous, bathing her when she is old enough to do it herself etc,but this is explored more in the next film. When she is attacked by a man, the Butcher explodes with rage, stabbing an innocent man in the mouth. He goes to prison, taken from the only things he wants- his shop and daughter. In the short 40 minutes we see all this and more, his time in prison and release back to his world. Because of his daughter's state, autistic as well i think, she is bland, does little except stare, and is under the full control of her father. The film continues in the exceptionally bleak Seul Contre Tous. If you can, watch these two films, this one first. It has some truly excellent acting, but is very difficult to watch because of the relentless tone.<br /><br />7 out of 10",positive
5868,"This is a case where the script plays with the audience in a manner that serves only in extending this story to 90 minutes. Story starts out in 1969 where a young girl named Faith (Cameron Diaz) travels to Europe with her boyfriend Wolf (Christopher Eccleston) but she dies under mysterious circumstances. Then in 1976 Faith's sister Phoebe (Jordana Brewster) decides to travel to Europe as well and try and find out what happened to her sister. In France she looks up Wolf who has stayed there and she wants him to help her retrace the steps her sister took and answer some questions. He is reluctant but decides to travel with her. Along the way he fills in the gaps of the occurrences and tells Phoebe that Faith had joined up with the Red Army who are an extremist group that is involved in terrorism. Phoebe and Wolf engage in a romance and this complicates the trip to Portugal where Faith died. Their is several things wrong with this film and it all has to do with the script. First, the romance between Wolf and Phoebe is all wrong and does nothing for the story. It rings completely false and comes across as forced. It seems weird that Wolf would engage in a romance with his dead girlfriends sister. Secondly, Wolf knows completely what happened to Faith but only lets out little chunks of information every 15 minutes or so. Wolf will look at Phoebe every 15 minutes and say, ""There is something I didn't tell you""! Gee, thanks a lot Wolf! If Wolf had come clean the first time he talked to Phoebe then the film would have been over in about 30 minutes. Another thing that bothered me was that I don't think this film recreated the 1960's at all. Diaz wears hippie clothes but the time period just didn't ring true. I did enjoy a few things like the authentic locations where the film was shot. It is a very good looking film and the scenery is beautiful. The performances are all good especially by Brewster and Diaz. Besides ""The Fast and the Furious"" I had never really seen Brewster in anything. But after watching her performance in this film I came away very impressed. She's very good here and I hope better roles come her way. The script is told in a very contrived way and the film never comes across as believable.",positive
40179,"Seeing as Keifer Sutherland plays my favorite character in the history of TV, it was a foregone conclusion i was gonna go to the movies and spend $15 on this. I also think this applies to Eva Longoria fans.<br /><br />The movie revolves around a leak that a Secret Service agent is planning to assassinate the President. As the investigation unfolds, it seems the only likely candidate is the highly decorated Pete (Michael Douglas). Pleading innocence, Pete goes on the fun, fugitive style, to search for the truth.<br /><br />It's solid, but certainly not spectacular. A decent cast, a decent story but it left me feeling a bit empty, but you could certainly do far worse.",positive
